ax,ay,az,gx,gy,gz,class_label
0.038308,-0.050996,1.005036,-0.7175,-0.2625,-0.28,0
0.044408,-0.050508,1.0065,-0.7175,-0.1225,-0.245,0
0.0427,-0.047092,1.00528,-0.7525,0.035,-0.2975,0
0.042944,-0.050996,1.005524,-0.6125,0.0175,-0.2975,0
0.039772,-0.050752,1.00406,-0.665,-0.035,-0.28,0
0.04148,-0.051972,1.005524,-0.525,-0.14,-0.245,0
0.041724,-0.050508,1.004792,-0.7,-0.14,-0.315,0
0.0427,-0.050752,1.005524,-0.6825,-0.1575,-0.315,0
0.042456,-0.051728,1.007964,-0.7,-0.07,-0.2625,0
0.041724,-0.051484,1.00894,-0.665,-0.14,-0.2625,0
0.042456,-0.053436,1.00772,-0.595,-0.07,-0.245,0
0.042456,-0.049532,1.005768,-0.665,-0.2625,-0.315,0
0.041236,-0.050752,1.009672,-0.84,-0.1925,-0.2975,0
0.040016,-0.050508,1.005524,-0.805,-0.2275,-0.315,0
0.040748,-0.047824,1.004792,-0.77,0.07,-0.3325,0
0.04514,-0.048068,1.005524,-0.7875,0.035,-0.35,0
0.044164,-0.049776,1.008208,-0.77,-0.1225,-0.2975,0
0.039772,-0.051972,1.00894,-0.7875,-0.2625,-0.2975,0
0.040504,-0.049776,1.005036,-0.7,-0.21,-0.2275,0
0.037332,-0.049288,1.006744,-0.8575,-0.105,-0.3325,0
0.044164,-0.051728,1.00528,-0.5775,-0.0525,-0.2975,0
0.041724,-0.04636,1.0065,-0.875,-0.0525,-0.35,0
0.042212,-0.049532,1.003084,-0.7,-0.14,-0.245,0
0.040748,-0.050508,1.003572,-0.7525,-0.1225,-0.2625,0
0.044164,-0.049776,1.006256,-0.6475,-0.0525,-0.1925,0
0.042944,-0.051972,1.004792,-0.595,-0.0175,-0.28,0
0.042212,-0.04636,1.006012,-0.5425,-0.105,-0.245,0
0.040992,-0.049532,1.005768,-0.56,0,-0.2975,0
0.043676,-0.051728,1.004792,-0.5425,-0.0525,-0.21,0
0.04392,-0.051484,1.006744,-0.4725,-0.1225,-0.245,0
