ax,ay,az,gx,gy,gz,class_label
0.127124,0.042456,1.521584,1.0325,-4.5675,0.595,2
-0.203252,0.262788,0.933056,-5.355,-5.6175,0.91,2
-0.132492,0.087596,0.79666,-4.585,11.83,-1.05,2
-0.2562,0.18056,0.794708,-26.215,7.7525,-7.0875,2
-0.031964,-0.041724,0.626592,-13.9825,12.705,-4.7425,2
-0.001464,0.094916,0.630008,-23.6425,-0.49,-6.58,2
0.019032,-0.351848,0.683444,18.62,1.9775,3.045,2
0.335988,-0.35624,1.588928,4.83,-3.885,1.8375,2
0.270596,-0.350872,1.369328,22.505,-10.22,4.095,2
0.2928,-0.06954,1.622844,5.7575,-11.4975,2.975,2
-0.054168,0.0488,1.029924,17.185,-9.065,5.8625,2
-0.033672,0.0122,1.154852,0.595,6.5975,0.945,2
-0.105652,0.356484,0.921588,-21.0875,6.44,4.48,2
-0.061244,0.055632,1.016748,-21.385,8.54,-6.4225,2
-0.160552,0.30866,0.513376,-22.0675,5.565,-5.7575,2
-0.035136,-0.33306,0.64294,2.9575,7.8925,-6.51,2
0.273524,-0.225944,0.52338,-1.855,3.535,-0.49,2
0.288652,-0.38552,1.299788,7.5775,-8.715,0.455,2
-0.13664,0.027328,0.922076,-23.7825,9.38,-7.105,2
-0.099064,0.219356,0.520208,-19.0575,9.695,-5.5825,2
0.002196,-0.03294,0.649284,-22.26,4.7425,-6.965,2
-0.0549,-0.278404,0.56242,6.1425,1.295,1.0325,2
0.332572,-0.425292,1.506944,9.52,1.365,1.645,2
0.314272,-0.290848,1.33346,11.7775,-13.02,2.66,2
0.310124,-0.136884,1.59332,20.125,-10.045,2.7475,2
-0.023912,0.030012,1.264896,9.17,-12.39,4.7425,2
0.000976,-0.086376,1.10898,15.435,5.495,4.165,2
-0.081984,0.313784,1.174128,-25.6375,3.5,3.64,2
-0.160552,0.191784,1.025288,-14.6475,8.05,-4.1125,2
-0.185928,0.290116,0.596092,-28.2625,7.42,-7.14,2
-0.117364,-0.172752,0.53314,1.3825,9.7125,-4.9,2
0.275964,-0.31842,0.574132,-7.49,5.845,-2.555,2
0.215696,-0.255712,0.990396,7.5425,-9.1875,0.2275,2
0.337696,-0.241804,1.336632,14.7525,-10.85,-1.0325,2
0.095648,-0.116632,1.137284,25.0775,-10.6225,6.58,2
0.09394,-0.185928,1.471564,13.8775,-2.7825,4.0425,2
0.04758,0.321348,1.197308,-10.0275,-3.0275,6.79,2
-0.150304,0.111508,1.380064,-9.1175,0.665,-2.38,2
-0.269132,0.375028,0.677832,-15.2425,8.05,-2.31,2
-0.15006,-0.110288,0.661484,-14.455,12.6525,-3.885,2
-0.2623,0.014396,0.580964,-19.4775,7.875,-5.565,2
0.072468,-0.18422,0.765916,-5.915,-0.6825,-3.115,2
0.118584,-0.326472,0.815692,-14.49,-6.7375,-3.99,2
0.137372,-0.304756,0.9089,24.71,-3.745,5.0925,2
0.22448,-0.273768,1.60186,10.2725,-10.115,3.885,2
0.16226,0.105896,1.352492,27.1425,-7.385,5.9325,2
0.144204,0.096624,1.549888,-5.5475,-7.6475,-0.5425,2
-0.167628,0.16348,0.833748,6.265,8.2425,2.94,2
-0.122244,0.008784,0.903044,-10.36,9.6075,-2.0125,2
-0.211548,0.26108,0.724924,-21.49,9.45,-6.0375,2
-0.006588,-0.048312,0.672952,-20.9825,10.5525,-6.7025,2
-0.058804,0.162504,0.53558,-18.2875,1.3475,-5.4425,2
0.040016,-0.411384,0.72224,10.8675,2.2225,1.61,2
0.314028,-0.290116,1.38104,8.89,-1.855,2.345,2
0.304024,-0.399672,1.550132,14.245,-9.905,3.0275,2
0.289628,-0.000244,1.42984,7.805,-12.565,4.1825,2
-0.006344,-0.074176,1.085556,17.465,-9.0475,4.795,2
